Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Matteo Perez Vinlöf,se SWE,FW,17.0,1,16.0,16.0,0.5,0.2,0,0.0,0,1,16.0,1,3.0,0.0,0.0,0.0,0.0,-1.45,0.0,0.0,0.0,-0.27,-1.84,Matches
Ryan Gravenberch,nl NED,FW,21.0,1,10.0,10.0,0.3,0.1,0,0.0,0,1,10.0,1,3.0,0.0,1.0,-1.0,-9.0,-10.48,0.6,0.3,0.3,2.46,0.91,Matches
Jonathan Asp Jensen,dk DEN,FW,17.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,0,3.0,0.0,0.0,0.0,0.0,-1.44,0.0,0.0,0.0,0.0,-1.56,Matches
Adam Aznou,es ESP,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Taichi Fukui,jp JPN,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tom Hülsmann,de GER,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Noel Nkili,de GER,MF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamin Pavard,fr FRA,DF,27.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Max Scholze,de GER,FW,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.4,34,3060.0,90.0,100.0,34.0,374,82.0,231,143,21.0,134,2.12,94.0,45.0,49.0,1.44,0.0,85.2,32.1,53.0,1.56,0.0,0
Opponent Total,0,0,26.5,34,3060.0,90.0,100.0,34.0,374,82.0,209,162,20.0,141,0.79,45.0,94.0,-49.0,-1.44,0.0,32.1,85.2,-53.0,-1.56,0.0,0
