Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,MP
Seb Loeffen,nl NED,DF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Sassuolo,
Yeferson Paz,co COL,DF,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Sassuolo,
Gianluca Pegolo,it ITA,GK,42.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Sassuolo,
Alessandro Scacchetti,it ITA,GK,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Sassuolo,
Daniel Theiner,it ITA,GK,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Sassuolo,
Vanja Milinković-Savić,rs SRB,GK,26.0,36.0,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Raoul Bellanova,it ITA,DF,23.0,37.0,36,3046.0,33.8,1.0,7.0,8.0,1.0,0.0,0.0,5.0,0.0,2.0,2.0,5.0,7.1,141.0,98.0,202.0,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,Matches,Serie A,Torino,
Duván Zapata,co COL,FW,32.0,35.0,34,2880.0,32.0,12.0,4.0,16.0,12.0,0.0,0.0,2.0,0.0,10.9,10.9,3.0,13.9,74.0,52.0,242.0,0.37,0.12,0.5,0.37,0.5,0.34,0.09,0.43,0.34,0.43,Matches,Serie A,Torino,
Ricardo Rodríguez,ch SUI,DF,30.0,35.0,34,2772.0,30.8,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.3,0.3,1.4,1.7,61.0,127.0,40.0,0.03,0.06,0.1,0.03,0.1,0.01,0.04,0.05,0.01,0.05,Matches,Serie A,Torino,
Nikola Vlašić,hr CRO,"MF,FW",25.0,33.0,30,2608.0,29.0,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,2.9,5.3,67.0,150.0,174.0,0.1,0.07,0.17,0.1,0.17,0.08,0.1,0.18,0.08,0.18,Matches,Serie A,Torino,
Alessandro Buongiorno,it ITA,DF,24.0,29.0,29,2527.0,28.1,3.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,1.6,1.6,0.1,1.7,14.0,62.0,10.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,Matches,Serie A,Torino,
Samuele Ricci,it ITA,MF,21.0,32.0,28,2395.0,26.6,1.0,2.0,3.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,2.3,3.6,47.0,122.0,73.0,0.04,0.08,0.11,0.04,0.11,0.05,0.09,0.13,0.05,0.13,Matches,Serie A,Torino,
Adrien Tameze,cm CMR,"DF,MF",29.0,29.0,25,2146.0,23.8,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.7,0.7,2.2,2.9,22.0,90.0,39.0,0.0,0.08,0.08,0.0,0.08,0.03,0.09,0.12,0.03,0.12,Matches,Serie A,Torino,
Ivan Ilić,rs SRB,MF,22.0,31.0,25,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.1,2.1,5.0,7.1,49.0,138.0,52.0,0.13,0.09,0.21,0.13,0.21,0.09,0.21,0.3,0.09,0.3,Matches,Serie A,Torino,
Antonio Sanabria,py PAR,"FW,MF",27.0,35.0,23,2133.0,23.7,5.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,9.3,7.7,1.4,9.1,19.0,57.0,109.0,0.21,0.0,0.21,0.13,0.13,0.39,0.06,0.45,0.32,0.38,Matches,Serie A,Torino,
Valentino Lazaro,at AUT,"DF,MF",27.0,35.0,21,1994.0,22.2,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,1.7,1.7,2.9,4.7,53.0,94.0,106.0,0.0,0.18,0.18,0.0,0.18,0.08,0.13,0.21,0.08,0.21,Matches,Serie A,Torino,
Karol Linetty,pl POL,MF,28.0,28.0,19,1858.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.5,0.5,0.8,1.4,31.0,87.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,Matches,Serie A,Torino,
Mërgim Vojvoda,xk KVX,DF,28.0,28.0,15,1379.0,15.3,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.4,1.8,30.0,91.0,72.0,0.0,0.2,0.2,0.0,0.2,0.02,0.09,0.12,0.02,0.12,Matches,Serie A,Torino,
Adam Masina,ma MAR,DF,29.0,16.0,10,1024.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Serie A,Torino,
Perr Schuurs,nl NED,DF,23.0,9.0,9,770.0,8.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,9.0,19.0,4.0,0.12,0.0,0.12,0.12,0.12,0.08,0.0,0.08,0.08,0.08,Matches,Serie A,Torino,
Koffi Djidji,ci CIV,DF,30.0,13.0,8,759.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,4.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Serie A,Torino,
Pietro Pellegri,it ITA,FW,22.0,24.0,7,756.0,8.4,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.3,1.4,14.0,8.0,52.0,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16,Matches,Serie A,Torino,
Matteo Lovato,it ITA,DF,23.0,13.0,6,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Serie A,Torino,
Demba Seck,sn SEN,MF,22.0,9.0,5,425.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.5,23.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,Serie A,Torino,
Gvidas Gineitis,lt LTU,MF,19.0,14.0,4,538.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,9.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,0.07,0.15,Matches,Serie A,Torino,
Nemanja Radonjić,rs SRB,"MF,FW",27.0,10.0,4,374.0,4.2,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,11.0,7.0,24.0,0.72,0.0,0.72,0.72,0.72,0.41,0.05,0.46,0.41,0.46,Matches,Serie A,Torino,
David Okereke,ng NGA,"FW,MF",25.0,9.0,3,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,8.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.13,0.09,0.13,Matches,Serie A,Torino,
Saba Sazonov,ge GEO,DF,21.0,12.0,2,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Serie A,Torino,
Luca Gemello,it ITA,GK,23.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Brandon Soppy,fr FRA,DF,21.0,5.0,2,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,9.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Serie A,Torino,
Yann Karamoh,fr FRA,"MF,FW",25.0,10.0,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,Matches,Serie A,Torino,
David Zima,cz CZE,DF,22.0,5.0,0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Zanos Savva,cy CYP,"DF,MF",17.0,2.0,0,28.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,1.0,3.21,0.0,3.21,3.21,3.21,0.51,0.0,0.51,0.51,0.51,Matches,Serie A,Torino,
Alessandro Dellavalle,it ITA,DF,19.0,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Simone Verdi,it ITA,FW,31.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,1.5,Matches,Serie A,Torino,
Jacopo Antolini,it ITA,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Brian Bayeye,cd COD,DF,23.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Côme Bianay Balcot,fr FRA,DF,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Matteo Brezzo,it ITA,GK,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Aaron Ciammaglichella,it ITA,MF,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Ali Dembélé,fr FRA,DF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Emirhan İlkhan,tr TUR,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Uroš Kabić,rs SRB,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Vimoj Muntu Wa Mungu,fr FRA,DF,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Caumenan N'Guessan,fr FRA,DF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Eybi Nije,se SWE,FW,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Pietro Passador,it ITA,GK,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Mihai Popa,ro ROU,GK,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Jonathan Silva,br BRA,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Torino,
Walace,br BRA,MF,28.0,,37,3238.0,36.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.8,0.8,1.1,1.9,37.0,127.0,22.0,0.06,0.0,0.06,0.06,0.06,0.02,0.03,0.05,0.02,0.05,Matches,Serie A,Udinese,37.0
Nehuén Pérez,ar ARG,DF,23.0,,36,3238.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.3,1.3,0.2,1.5,28.0,119.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Serie A,Udinese,36.0
Lorenzo Lucca,it ITA,FW,22.0,,30,2592.0,28.8,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,7.8,7.8,1.6,9.4,10.0,18.0,118.0,0.28,0.14,0.42,0.28,0.42,0.27,0.06,0.33,0.27,0.33,Matches,Serie A,Udinese,37.0
Lazar Samardzic,rs SRB,MF,21.0,,28,2372.0,26.4,6.0,2.0,8.0,5.0,1.0,1.0,3.0,0.0,3.5,2.8,5.5,8.3,65.0,83.0,91.0,0.23,0.08,0.3,0.19,0.27,0.13,0.21,0.34,0.11,0.31,Matches,Serie A,Udinese,34.0
Hassane Kamara,ci CIV,DF,29.0,,27,2225.0,24.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.9,1.9,2.8,4.8,61.0,81.0,93.0,0.04,0.04,0.08,0.04,0.08,0.08,0.11,0.19,0.08,0.19,Matches,Serie A,Udinese,35.0
Thomas Kristensen,dk DEN,DF,21.0,,23,2096.0,23.3,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.1,1.1,0.4,1.5,20.0,47.0,3.0,0.0,0.04,0.04,0.0,0.04,0.05,0.02,0.06,0.05,0.06,Matches,Serie A,Udinese,26.0
Jaka Bijol,si SVN,DF,24.0,,23,2084.0,23.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.9,1.9,0.2,2.1,5.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.09,0.08,0.09,Matches,Serie A,Udinese,24.0
Roberto Pereyra,ar ARG,"FW,MF",32.0,,22,1858.0,20.6,4.0,3.0,7.0,3.0,1.0,1.0,6.0,0.0,3.5,2.7,1.9,4.7,39.0,70.0,82.0,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23,Matches,Serie A,Udinese,27.0
Sandi Lovrić,si SVN,MF,25.0,,21,1987.0,22.1,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,3.5,3.5,3.3,6.8,52.0,80.0,80.0,0.05,0.14,0.18,0.05,0.18,0.16,0.15,0.31,0.16,0.31,Matches,Serie A,Udinese,29.0
Maduka Okoye,ng NGA,GK,23.0,,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,21.0
Martín Payero,ar ARG,MF,24.0,,21,1796.0,20.0,2.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13,Matches,Serie A,Udinese,29.0
Festy Ebosele,ie IRL,DF,20.0,,20,1700.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.8,0.8,1.8,2.6,67.0,35.0,98.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,Matches,Serie A,Udinese,31.0
Florian Thauvin,fr FRA,FW,30.0,,19,1710.0,19.0,5.0,3.0,8.0,4.0,1.0,1.0,4.0,0.0,4.7,3.9,4.2,8.2,71.0,69.0,97.0,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,Matches,Serie A,Udinese,29.0
João Ferreira,pt POR,DF,22.0,,18,1822.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.1,0.1,0.9,1.0,19.0,61.0,45.0,0.0,0.05,0.05,0.0,0.05,0.01,0.05,0.05,0.01,0.05,Matches,Serie A,Udinese,35.0
Marco Silvestri,it ITA,GK,32.0,,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,17.0
Kingsley Ehizibue,nl NED,DF,28.0,,11,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.3,1.3,0.7,2.0,18.0,15.0,44.0,0.0,0.09,0.09,0.0,0.09,0.12,0.07,0.19,0.12,0.19,Matches,Serie A,Udinese,23.0
Jordan Zemura,zw ZIM,DF,23.0,,10,1038.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.4,1.2,23.0,32.0,52.0,0.09,0.0,0.09,0.09,0.09,0.07,0.03,0.1,0.07,0.1,Matches,Serie A,Udinese,27.0
Christian Kabasele,be BEL,DF,32.0,,10,861.0,9.6,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,0.5,1.6,7.0,22.0,1.0,0.1,0.1,0.21,0.1,0.21,0.12,0.05,0.17,0.12,0.17,Matches,Serie A,Udinese,13.0
Isaac Success,ng NGA,"FW,MF",27.0,,9,880.0,9.8,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,2.7,1.9,1.1,3.0,15.0,17.0,51.0,0.1,0.1,0.2,0.1,0.2,0.28,0.11,0.39,0.2,0.31,Matches,Serie A,Udinese,27.0
Lautaro Gianetti,ar ARG,DF,29.0,,7,630.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.1,0.4,2.0,4.0,0.0,0.14,0.0,0.14,0.14,0.14,0.06,0.01,0.06,0.06,0.06,Matches,Serie A,Udinese,7.0
Oier Zarraga,es ESP,MF,24.0,,4,404.0,4.5,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,5.0,8.0,10.0,0.45,0.0,0.45,0.45,0.45,0.13,0.01,0.14,0.13,0.14,Matches,Serie A,Udinese,15.0
Brenner,br BRA,"MF,FW",23.0,,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.18,0.01,0.2,0.18,0.2,Matches,Serie A,Udinese,8.0
Beto,gw GNB,FW,25.0,,1,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Serie A,Udinese,1.0
Adam Masina,ma MAR,DF,29.0,,1,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Serie A,Udinese,4.0
Keinan Davis,eng ENG,"FW,MF",25.0,,0,186.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,2.0,6.0,15.0,0.48,0.0,0.48,0.48,0.48,0.24,0.04,0.28,0.24,0.28,Matches,Serie A,Udinese,8.0
Axel Guessand,fr FRA,DF,18.0,,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Serie A,Udinese,1.0
Domingos Quina,pt POR,MF,23.0,,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,2.0
Vivaldo Semedo,pt POR,FW,18.0,,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,1.0
Marley Aké,fr FRA,FW,22.0,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,1.0
Enzo Ebosse,cm CMR,DF,24.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,1.0
Simone Pafundi,it ITA,MF,17.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,1.0
Antonio Tikvić,hr CRO,DF,19.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,1.0
Daniele Padelli,it ITA,GK,37.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
James Abankwah,ie IRL,DF,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Etienne Camara,fr FRA,MF,20.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Sekou Diawara,be BEL,FW,19.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Samuel John Nwachukwu,ng NGA,DF,17.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Joel Malusà,it ITA,GK,16.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Federico Mosca,it ITA,GK,17.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
Matteo Palma,it ITA,DF,15.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
David Pejičić,si SVN,MF,16.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Serie A,Udinese,0.0
