Player,Nation,Squad,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Position_2,Position,League
Romain Del Castillo,FRA,Brest,27,1996,27.7,166,5.98,101,38,9,4,12,2,14,0.50,9,4,0,1,0,0,,Forward,Ligue 1
Thomas Delaine,FRA,Strasbourg,31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0,Midfielder,Defender,Ligue 1
Sacha Delaye,FRA,Montpellier,21,2002,1.4,6,4.15,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Hannes Delcroix,BEL,Burnley,24,1999,6.5,7,1.07,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Alessandro Dellavalle,ITA,Torino,19,2004,0.2,1,6.00,1,0,0,0,0,0,1,6.00,1,0,0,0,0,0,,Defender,Serie A
Olivier Deman,BEL,Werder Bremen,23,2000,15.2,35,2.31,25,3,2,2,2,1,1,0.07,1,0,0,0,0,0,,Defender,Bundesliga
Karamoko Dembele,SCO,Brest,20,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Ousmane Dembélé,FRA,Paris S-G,26,1997,16.7,118,7.05,86,9,12,6,3,2,19,1.14,16,0,1,1,1,0,Forward,Midfielder,Ligue 1
Jessy Deminguet,FRA,Strasbourg,25,1998,7.7,8,1.04,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Forward,Midfielder,Ligue 1
Ermedin Demirović,BIH,Augsburg,25,1998,31.9,72,2.26,49,0,9,8,6,0,14,0.44,11,0,2,0,1,0,Midfielder,Forward,Bundesliga
Diego Demme,GER,Napoli,31,1991,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Sepp van den Berg,NED,Mainz 05,21,2001,31.5,23,0.73,15,1,1,5,1,0,1,0.03,0,0,0,1,0,0,,Defender,Bundesliga
Leander Dendoncker,BEL,Aston Villa,28,1995,1.3,2,1.51,1,0,0,0,1,0,1,0.76,0,0,0,0,1,0,,Midfielder,Premier League
Leander Dendoncker,BEL,Napoli,28,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Rémy Descamps,FRA,Nantes,27,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Mikkel Desler,DEN,Toulouse,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0,,Defender,Ligue 1
Arthur Desmas,FRA,Le Havre,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Mattia Destro,ITA,Empoli,32,1991,4.1,4,0.98,1,0,0,1,1,1,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Samuele Di Benedetto,GER,Stuttgart,18,2005,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Bundesliga
Federico Di Francesco,ITA,Lecce,29,1994,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Raffaele Di Gennaro,ITA,Inter,29,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Serie A
Michele Di Gregorio,ITA,Monza,26,1997,31.9,11,0.34,8,2,0,0,1,0,3,0.09,1,1,0,0,1,0,,Goalkeeper,Serie A
Giovanni Di Lorenzo,ITA,Napoli,29,1993,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0,,Defender,Serie A
Alessandro Di Pardo,ITA,Cagliari,24,1999,4.0,6,1.50,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Serie A
Boulaye Dia,SEN,Salernitana,26,1996,12.7,26,2.05,21,0,1,3,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Moussa Diaby,FRA,Aston Villa,24,1999,24.2,80,3.31,64,1,6,7,2,0,10,0.41,9,0,1,0,0,0,Midfielder,Forward,Premier League
Lamine Diack,SEN,Nantes,22,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Mouctar Diakhaby,GUI,Valencia,26,1996,11.9,6,0.50,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Midfielder,Defender,La Liga
Mamadou Diakhon,FRA,Reims,17,2005,2.3,4,1.72,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Ligue 1
Bafodé Diakité,FRA,Lille,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0,,Defender,Ligue 1
Ibrahim Diakité,GUI,Reims,19,2003,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Moussa Diakité,MLI,Cádiz,19,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,La Liga
Oumar Diakité,CIV,Reims,19,2003,17.6,41,2.33,26,0,9,1,3,2,5,0.28,3,0,1,0,0,1,,Forward,Ligue 1
Amad Diallo,CIV,Manchester Utd,21,2002,4.3,20,4.62,16,0,3,1,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Premier League
Amadou Diallo,ENG,Newcastle Utd,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Assane Diao,ESP,Betis,17,2005,11.6,23,1.98,17,0,0,5,0,1,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Habib Diarra,SEN,Strasbourg,19,2004,25.6,51,1.99,38,0,5,1,4,3,4,0.16,2,0,1,0,1,0,Forward,Midfielder,Ligue 1
Moussa Diarra,MLI,Toulouse,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0,,Defender,Ligue 1
Rúben Dias,POR,Manchester City,26,1997,28.4,35,1.23,28,0,0,5,0,2,4,0.14,2,0,0,1,0,1,,Defender,Premier League
Krépin Diatta,SEN,Monaco,24,1999,13.4,41,3.06,34,4,2,0,1,0,8,0.60,7,0,1,0,0,0,Forward,Defender,Ligue 1
Mory Diaw,SEN,Clermont Foot,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0,,Goalkeeper,Ligue 1
Mahamadou Diawara,FRA,Lyon,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0,,Midfielder,Ligue 1
Brahim Díaz,MAR,Real Madrid,23,1999,17.2,75,4.37,49,2,13,6,4,1,18,1.05,12,1,5,0,0,0,Midfielder,Forward,La Liga
Luis Díaz,COL,Liverpool,26,1997,29.2,163,5.58,121,1,17,15,8,1,9,0.31,9,0,0,0,0,0,,Forward,Premier League
Víctor Díaz,ESP,Granada,35,1988,1.8,1,0.56,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,La Liga
Famara Diedhiou,SEN,Granada,30,1992,1.0,7,7.00,5,0,1,0,1,0,2,2.00,1,0,0,0,1,0,Midfielder,Forward,La Liga
Justin Diehl,GER,Köln,18,2004,1.9,11,5.86,4,3,2,2,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Bamba Dieng,SEN,Lorient,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0,,Forward,Ligue 1
Eric Dier,ENG,Tottenham,29,1994,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Eric Dier,ENG,Bayern Munich,29,1994,13.0,13,1.00,12,0,0,1,0,0,5,0.39,4,0,0,1,0,0,,Defender,Bundesliga
Guillaume Dietsch,FRA,Metz,22,2001,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Florian Dietz,GER,Köln,24,1998,0.8,4,5.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Lucas Digne,FRA,Aston Villa,30,1993,26.8,74,2.76,48,19,0,3,3,1,4,0.15,4,0,0,0,0,0,,Defender,Premier League
Federico Dimarco,ITA,Inter,25,1997,23.1,108,4.68,78,21,2,5,1,1,14,0.61,10,2,0,2,0,0,,Defender,Serie A
Stole Dimitrievski,MKD,Rayo Vallecano,29,1993,37.0,10,0.27,3,7,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Junior Dina Ebimbe,FRA,Eint Frankfurt,22,2000,21.7,54,2.48,38,0,8,5,2,1,6,0.28,6,0,0,0,0,0,Defender,Midfielder,Bundesliga
Eren Dinkçi,GER,Heidenheim,21,2001,29.4,86,2.92,61,5,7,7,6,0,13,0.44,9,0,3,1,0,0,Midfielder,Forward,Bundesliga
Sinaly Diomande,CIV,Lyon,22,2001,9.9,6,0.61,5,0,0,1,0,0,1,0.10,1,0,0,0,0,0,,Defender,Ligue 1
Edan Diop,FRA,Monaco,18,2004,1.8,1,0.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Ligue 1
Issa Diop,FRA,Fulham,26,1997,15.8,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Sofiane Diop,FRA,Nice,23,2000,5.5,17,3.07,14,0,1,1,1,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Andy Diouf,FRA,Lens,20,2003,14.6,51,3.49,31,10,5,2,2,1,2,0.14,2,0,0,0,0,0,,Midfielder,Ligue 1
Yehvann Diouf,FRA,Reims,23,1999,34.0,4,0.12,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Axel Disasi,FRA,Chelsea,25,1998,28.7,13,0.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Tiago Djaló,POR,Juventus,23,2000,0.2,1,5.29,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Chaim El Djebali,TUN,Lyon,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Djené,TOG,Getafe,31,1991,27.6,22,0.80,19,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,La Liga
Koffi Djidji,CIV,Torino,30,1992,8.4,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Berat Djimsiti,ALB,Atalanta,30,1993,31.5,18,0.57,16,0,0,1,1,0,1,0.03,1,0,0,0,0,0,,Defender,Serie A
Marko Dmitrović,SRB,Sevilla,31,1992,13.0,3,0.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Ben Doak,SCO,Liverpool,17,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Ritsu Doan,JPN,Freiburg,25,1998,25.0,70,2.81,48,8,7,2,5,0,7,0.28,6,0,0,0,1,0,Midfielder,Defender,Bundesliga
Lewis Dobbin,ENG,Everton,20,2003,2.6,6,2.33,3,0,0,2,1,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Dodô,BRA,Fiorentina,24,1998,5.8,15,2.59,13,1,1,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Danilho Doekhi,NED,Union Berlin,25,1998,24.0,25,1.04,17,0,0,4,4,0,3,0.12,1,0,0,1,1,0,,Defender,Bundesliga
Matt Doherty,IRL,Wolves,31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Defender,Premier League
Josh Doig,SCO,Hellas Verona,21,2002,9.2,9,0.98,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Josh Doig,SCO,Sassuolo,21,2002,14.9,27,1.81,19,6,0,2,0,0,4,0.27,2,1,0,1,0,0,,Defender,Serie A
Jeremy Doku,BEL,Manchester City,21,2002,17.7,111,6.26,82,1,17,6,5,0,15,0.85,10,0,2,1,2,0,Midfielder,Forward,Premier League
Jeremy Doku,BEL,Rennes,21,2002,1.2,9,7.23,5,0,2,2,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Jaume Doménech,ESP,Valencia,32,1990,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Carlos Dominguez,ESP,Celta Vigo,22,2001,17.6,13,0.74,12,1,0,0,0,0,1,0.06,1,0,0,0,0,0,,Defender,La Liga
Mario Dominguez,ESP,Valencia,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Nicolás Domínguez,ARG,Nott'ham Forest,25,1998,16.6,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,Forward,Midfielder,Premier League
Nicolás Domínguez,ARG,Bologna,25,1998,1.1,2,1.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Serie A
Giulio Donati,ITA,Monza,33,1990,0.4,4,10.00,4,0,0,0,0,0,1,2.50,1,0,0,0,0,0,,Defender,Serie A
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Jamie Donley,ENG,Tottenham,18,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Gianluigi Donnarumma,ITA,Paris S-G,24,1999,24.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Patrick Dorgu,DEN,Lecce,18,2004,17.4,40,2.30,26,5,2,3,4,0,1,0.06,0,0,0,1,0,0,Midfielder,Defender,Serie A
Niklas Dorsch,GER,Augsburg,25,1998,15.4,18,1.17,12,0,1,2,2,1,1,0.06,1,0,0,0,0,0,,Midfielder,Bundesliga
Alberto Dossena,ITA,Cagliari,24,1998,33.1,29,0.88,21,0,0,4,1,3,5,0.15,4,0,0,1,0,0,,Defender,Serie A
Carlos Dotor,ESP,Celta Vigo,22,2001,7.9,9,1.14,7,1,0,0,1,0,1,0.13,0,0,0,0,1,0,,Midfielder,La Liga
Abdoulaye Doucouré,MLI,Everton,30,1993,29.2,67,2.29,59,0,0,6,1,1,5,0.17,3,0,0,2,0,0,Midfielder,Forward,Premier League
Cheick Doucouré,MLI,Crystal Palace,23,2000,10.2,23,2.25,19,0,1,2,0,1,3,0.29,3,0,0,0,0,0,,Midfielder,Premier League
Siriné Doucouré,MLI,Lorient,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0,,Forward,Ligue 1
Désiré Doué,FRA,Rennes,18,2005,18.1,88,4.87,56,4,14,4,7,3,12,0.66,6,0,3,1,1,1,Forward,Midfielder,Ligue 1
Guela Doué,CIV,Rennes,20,2002,13.7,39,2.84,28,2,2,3,3,1,8,0.58,6,0,0,0,2,0,,Defender,Ligue 1
Alfie Doughty,ENG,Luton Town,23,1999,32.5,115,3.54,57,47,4,6,1,0,16,0.49,8,5,1,2,0,0,,Defender,Premier League
Douglas,BRA,Nantes,26,1997,19.7,37,1.88,26,5,0,1,3,2,2,0.10,2,0,0,0,0,0,,Midfielder,Ligue 1
Ismaël Doukouré,FRA,Strasbourg,20,2003,18.4,24,1.30,19,1,0,0,1,3,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Ligue 1
Kamory Doumbia,MLI,Brest,20,2003,9.8,27,2.76,22,0,2,3,0,0,7,0.72,7,0,0,0,0,0,,Midfielder,Ligue 1
Anastasios Douvikas,GRE,Celta Vigo,23,1999,10.1,20,1.99,11,0,3,4,2,0,2,0.20,2,0,0,0,0,0,,Forward,La Liga
Artem Dovbyk,UKR,Girona,26,1997,28.7,57,1.98,41,0,6,8,2,0,13,0.45,9,0,1,3,0,0,,Forward,La Liga
Nikola Dovedan,AUT,Heidenheim,29,1994,7.3,23,3.17,16,0,1,3,3,0,3,0.41,2,0,0,0,1,0,Forward,Midfielder,Bundesliga
Damion Downs,GER,Köln,19,2004,2.0,4,1.99,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Tommy Doyle,ENG,Wolves,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0,,Midfielder,Premier League
Radu Drăgușin,ROU,Tottenham,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Radu Drăgușin,ROU,Genoa,21,2002,19.0,12,0.63,7,2,0,3,0,0,1,0.05,1,0,0,0,0,0,,Defender,Serie A
Dion Drena Beljo,CRO,Augsburg,21,2002,6.5,21,3.25,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0,Midfielder,Forward,Bundesliga
Tim Drexler,GER,Hoffenheim,18,2005,6.4,5,0.79,5,0,0,0,0,0,3,0.47,3,0,0,0,0,0,,Defender,Bundesliga
Domingos Duarte,POR,Getafe,28,1995,10.1,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Rubén Duarte,ESP,Alavés,27,1995,20.9,32,1.54,21,8,1,1,1,0,2,0.10,1,1,0,0,0,0,,Defender,La Liga
Martin Dúbravka,SVK,Newcastle Utd,34,1989,22.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,Premier League
Marvin Ducksch,GER,Werder Bremen,29,1994,30.0,109,3.64,51,40,5,9,3,1,14,0.47,7,5,0,1,1,0,,Forward,Bundesliga
Ondrej Duda,SVK,Hellas Verona,28,1994,27.3,93,3.41,53,27,2,3,5,3,9,0.33,5,2,0,0,1,1,,Midfielder,Serie A
Denzel Dumfries,NED,Inter,27,1996,18.2,47,2.59,37,3,3,1,3,0,8,0.44,5,0,1,0,2,0,,Defender,Serie A
Paul Dummett,WAL,Newcastle Utd,31,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Alfred Duncan,GHA,Fiorentina,30,1993,21.0,60,2.86,44,11,2,2,0,1,10,0.48,6,2,0,2,0,0,,Midfielder,Serie A
Lewis Dunk,ENG,Brighton,31,1991,31.9,48,1.51,39,3,0,6,0,0,7,0.22,6,0,0,1,0,0,,Defender,Premier League
Jhon Durán,COL,Aston Villa,19,2003,5.3,12,2.27,8,0,1,1,1,1,4,0.76,1,0,1,0,1,1,Midfielder,Forward,Premier League
Julien Duranville,BEL,Dortmund,17,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Bundesliga
Hugo Duro,ESP,Valencia,23,1999,33.1,49,1.48,25,0,4,5,14,1,9,0.27,4,0,1,1,3,0,,Forward,La Liga
Jean-Kevin Duverne,HAI,Nantes,26,1997,15.0,12,0.80,10,0,0,1,0,1,0,0.00,0,0,0,0,0,0,,Defender,Ligue 1
Paulo Dybala,ARG,Roma,29,1993,21.8,95,4.36,56,25,3,4,6,1,19,0.87,12,4,2,0,1,0,Midfielder,Forward,Serie A
Aron Dønnum,NOR,Toulouse,25,1998,17.7,53,2.99,30,4,3,7,7,2,4,0.23,3,0,0,0,1,0,Midfielder,Forward,Ligue 1
George Earthy,ENG,West Ham,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Premier League
Simon Ebonog,CMR,Le Havre,18,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Ligue 1
Festy Ebosele,IRL,Udinese,20,2002,18.9,55,2.91,30,1,10,2,12,0,4,0.21,0,0,1,0,3,0,,Defender,Serie A
Enzo Ebosse,CMR,Udinese,24,1999,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Serie A
Tyronne Ebuehi,NGA,Empoli,27,1995,12.2,17,1.39,14,2,0,0,1,0,1,0.08,1,0,0,0,0,0,,Defender,Serie A
Ederson,BRA,Manchester City,29,1993,30.9,7,0.23,5,2,0,0,0,0,2,0.06,2,0,0,0,0,0,,Goalkeeper,Premier League
Éderson,BRA,Atalanta,24,1999,31.9,71,2.23,61,3,5,0,1,1,6,0.19,6,0,0,0,0,0,,Midfielder,Serie A
Odsonne Édouard,FRA,Crystal Palace,25,1998,17.3,45,2.60,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,Midfielder,Forward,Premier League
John Egan,IRL,Sheffield Utd,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Maximilian Eggestein,GER,Freiburg,26,1996,32.4,74,2.29,62,0,3,7,1,1,3,0.09,2,0,0,1,0,0,,Midfielder,Bundesliga
Lilian Egloff,GER,Stuttgart,20,2002,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Defender,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Kingsley Ehizibue,NED,Udinese,28,1995,10.6,23,2.17,14,0,2,3,4,0,2,0.19,2,0,0,0,0,0,,Defender,Serie A
Hjalmar Ekdal,SWE,Burnley,24,1998,4.9,2,0.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,Premier League
Hugo Ekitike,FRA,Paris S-G,21,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Hugo Ekitike,FRA,Eint Frankfurt,21,2002,8.0,28,3.52,13,0,6,3,5,1,4,0.50,2,0,1,0,1,0,,Forward,Bundesliga
Emmanuel Ekong,SWE,Empoli,21,2002,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,Serie A
Caleb Ekuban,GHA,Genoa,29,1994,12.6,35,2.79,17,0,5,4,9,0,3,0.24,1,0,1,0,1,0,,Forward,Serie A
Anthony Elanga,SWE,Nott'ham Forest,21,2002,27.0,70,2.59,53,0,6,6,4,1,13,0.48,12,0,0,0,0,1,Midfielder,Forward,Premier League
Simon Elisor,FRA,Metz,24,1999,8.5,19,2.24,13,0,1,1,4,0,1,0.12,1,0,0,0,0,0,,Forward,Ligue 1
Harvey Elliott,ENG,Liverpool,20,2003,15.0,78,5.19,61,9,2,3,1,2,10,0.67,6,1,1,0,1,1,Forward,Midfielder,Premier League
Elif Elmas,MKD,Napoli,23,1999,3.8,9,2.40,7,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Midfielder,Forward,Serie A
Elif Elmas,MKD,RB Leipzig,23,1999,3.0,7,2.36,5,0,2,0,0,0,1,0.34,1,0,0,0,0,0,Forward,Midfielder,Bundesliga
Mohamed Elneny,EGY,Arsenal,31,1992,0.3,1,3.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Midfielder,Premier League
Aritz Elustondo,ESP,Real Sociedad,29,1994,9.0,13,1.44,7,2,0,3,0,1,2,0.22,0,0,0,2,0,0,,Defender,La Liga
Nico Elvedi,SUI,Gladbach,26,1996,27.6,22,0.80,20,0,0,2,0,0,3,0.11,3,0,0,0,0,0,,Defender,Bundesliga
Adri Embarba,ESP,Almería,31,1992,27.5,108,3.93,59,25,8,6,6,4,8,0.29,4,1,0,3,0,0,Midfielder,Forward,La Liga
Breel Embolo,SUI,Monaco,26,1997,2.0,10,4.95,8,0,2,0,0,0,1,0.49,1,0,0,0,0,0,,Forward,Ligue 1
Emanuel Emegha,NED,Strasbourg,20,2003,23.1,28,1.21,16,0,5,3,4,0,5,0.22,1,0,1,2,1,0,,Forward,Ligue 1
Emerson,BRA,Tottenham,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0,,Defender,Premier League
Youssef En-Nesyri,MAR,Sevilla,26,1997,28.6,22,0.77,13,0,1,4,2,2,8,0.28,4,0,0,1,1,2,,Forward,La Liga
Julio Enciso,PAR,Brighton,19,2004,5.3,23,4.34,15,0,5,3,0,0,2,0.38,2,0,0,0,0,0,Forward,Midfielder,Premier League
Wataru Endo,JPN,Liverpool,30,1993,19.1,54,2.82,43,0,2,4,2,3,3,0.16,3,0,0,0,0,0,,Midfielder,Premier League
Arne Engels,BEL,Augsburg,19,2003,15.6,40,2.56,28,8,0,2,2,0,8,0.51,5,1,0,0,2,0,Defender,Midfielder,Bundesliga
Christian Eriksen,DEN,Manchester Utd,31,1992,12.7,46,3.63,36,8,0,0,0,2,3,0.24,2,0,0,0,0,1,,Midfielder,Premier League
Martin Erlic,CRO,Sassuolo,25,1998,29.1,12,0.41,8,1,0,1,2,0,1,0.03,0,1,0,0,0,0,,Defender,Serie A
Gonzalo Escalante,ARG,Cádiz,30,1993,18.9,21,1.11,18,0,0,1,0,2,2,0.11,2,0,0,0,0,0,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,,Po,Bundesliga
Aarón Escandell,ESP,Las Palmas,27,1995,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Goalkeeper,La Liga
Alfonso Espino,URU,Rayo Vallecano,31,1992,27.9,54,1.94,44,3,3,3,0,1,1,0.04,1,0,0,0,0,0,,Defender,La Liga
Bernardo Espinosa,COL,Girona,34,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Defender,La Liga
Maxime Estève,FRA,Burnley,21,2002,14.5,8,0.55,6,0,0,0,2,0,1,0.07,1,0,0,0,0,0,,Defender,Premier League
Maxime Estève,FRA,Montpellier,21,2002,11.1,11,0.93,9,1,0,1,0,0,1,0.08,1,0,0,0,0,0,,Defender,Ligue 1
Oscar Estupiñan,COL,Metz,26,1996,2.9,2,0.69,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,,Forward,Ligue 1
Pervis Estupiñán,ECU,Brighton,25,1998,13.8,42,3.04,37,3,1,1,0,0,2,0.14,2,0,0,0,0,0,,Defender,Premier League
Karl Etta,CMR,Cádiz,19,2004,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,,Forward,La Liga
Jonny Evans,NIR,Manchester Utd,35,1988,15.5,11,0.71,11,0,0,0,0,0,2,0.13,2,0,0,0,0,0,,Defender,Premier League
Eberechi Eze,ENG,Crystal Palace,25,1998,22.8,110,4.82,54,27,11,7,10,1,11,0.48,8,0,1,0,2,0,Forward,Midfielder,Premier League
