Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Anthony Fontana,us USA,"MF,FW",23.0,4,47.0,12.0,1.5,0.5,0,0.0,0,4,12.0,23,0.25,0.0,1.0,-1.0,-1.91,-1.29,0.5,1.2,-0.7,-1.29,-0.73,Matches
Mohamed Oukhattou,nl NED,"FW,MF",18.0,2,32.0,16.0,1.0,0.4,0,0.0,0,2,16.0,11,0.0,0.0,3.0,-3.0,-8.44,-7.87,0.5,0.9,-0.4,-1.26,-0.7,Matches
Teun Gijselhart,nl NED,MF,18.0,1,8.0,8.0,0.3,0.1,0,0.0,0,1,8.0,17,0.0,0.0,0.0,0.0,0.0,0.65,0.2,0.0,0.2,2.61,3.19,Matches
Christian Bos,0,DF,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daijiro Chirino,cw CUW,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Görlich,de GER,DF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Samir Lagsir,nl NED,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dylan Ruward,nl NED,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Duke Verduin,nl NED,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kenneth Vermeer,nl NED,GK,37.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.4,34,3060.0,90.0,100.0,34.0,374,84.0,259,116,18.0,236,1.06,45.0,67.0,-22.0,-0.65,0.0,43.1,62.4,-19.4,-0.57,0.0,0
Opponent Total,0,0,25.2,34,3060.0,90.0,100.0,34.0,374,84.0,221,155,22.0,206,1.68,67.0,45.0,22.0,0.65,0.0,62.4,43.1,19.4,0.57,0.0,0
