Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Mohamed Elneny,eg EGY,MF,31.0,3,28.0,9.0,0.8,0.3,0,0.0,0,3,9.0,13,3.0,1.0,0.0,1.0,3.21,1.6,0.8,0.1,0.7,2.24,0.98,Matches
Ethan Nwaneri,eng ENG,FW,16.0,1,14.0,14.0,0.4,0.2,0,0.0,0,1,14.0,1,3.0,0.0,0.0,0.0,0.0,-1.64,0.0,0.1,-0.1,-0.69,-1.97,Matches
Mauro Bandeira,pt POR,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Bradley Ibrahim,eng ENG,MF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Karl Jakob Hein,ee EST,GK,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Myles Lewis-Skelly,eng ENG,MF,16.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Charles Sagoe Jr,eng ENG,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
James Sweet,wls WAL,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Reuell Walters,eng ENG,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.0,38,3420.0,90.0,100.0,38.0,418,84.0,263,154,17.0,188,2.34,91.0,29.0,62.0,1.63,0.0,76.1,27.9,48.2,1.27,0.0,0
Opponent Total,0,0,26.3,38,3420.0,90.0,100.0,38.0,418,84.0,270,147,22.0,192,0.53,29.0,91.0,-62.0,-1.63,0.0,27.9,76.1,-48.2,-1.27,0.0,0
