Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Erik Morán,es ESP,MF,33-027,32,1731.0,54.0,45.8,19.2,22,73.0,4,10,13.0,7,1.12,18.0,22.0,-4.0,-0.21,0.32,15.7,24.5,-8.8,-0.46,-0.02,Matches
Manu Hernando,es ESP,DF,25-338,22,1920.0,87.0,50.8,21.3,21,90.0,21,1,30.0,1,0.68,18.0,32.0,-14.0,-0.66,-0.56,17.2,31.2,-14.0,-0.65,-0.42,Matches
Josep Antoni Gayá,es ESP,DF,23-350,21,1550.0,74.0,41.0,17.2,17,86.0,14,4,22.0,15,0.9,9.0,27.0,-18.0,-1.05,-1.13,12.9,24.7,-11.8,-0.68,-0.4,Matches
Unai Bustinza,es ESP,DF,32-140,17,1488.0,88.0,39.4,16.5,17,88.0,15,0,0.0,2,1.53,15.0,17.0,-2.0,-0.12,0.43,16.1,20.2,-4.1,-0.25,0.32,Matches
Jon Mikel Magunagoitia,es ESP,GK,23-320,16,1440.0,90.0,38.1,16.0,16,90.0,16,0,0.0,26,1.5,18.0,24.0,-6.0,-0.37,0.01,14.8,23.3,-8.6,-0.54,-0.15,Matches
Ryan Edwards,au AUS,"MF,FW",30-217,36,1336.0,37.0,35.3,14.8,14,72.0,4,22,15.0,5,1.22,14.0,23.0,-9.0,-0.61,-0.35,14.1,22.8,-8.7,-0.58,-0.21,Matches
Rayco Rodríguez Medina,es ESP,"MF,FW",27-210,29,1182.0,41.0,31.3,13.1,13,74.0,2,16,14.0,13,0.93,11.0,19.0,-8.0,-0.61,-0.33,11.5,18.6,-7.1,-0.54,-0.14,Matches
Jorge Mier,es ESP,"DF,MF",25-138,21,1041.0,50.0,27.5,11.6,11,79.0,5,10,17.0,9,1.71,16.0,13.0,3.0,0.26,0.88,9.6,13.6,-4.0,-0.34,0.14,Matches
Iker Unzueta,es ESP,FW,25-322,20,999.0,50.0,26.4,11.1,10,80.0,2,10,20.0,0,1.45,9.0,9.0,0.0,0.0,0.52,11.0,12.3,-1.3,-0.12,0.44,Matches
Javier Eraso,es ESP,"FW,MF",34-091,23,790.0,34.0,20.9,8.8,9,68.0,0,14,12.0,18,0.65,9.0,14.0,-5.0,-0.57,-0.24,11.5,14.4,-3.0,-0.34,0.13,Matches
Javier Avilés,es ESP,"FW,MF",26-309,15,629.0,42.0,16.6,7.0,7,68.0,0,8,19.0,0,0.4,3.0,11.0,-8.0,-1.14,-0.92,3.4,9.3,-5.9,-0.84,-0.48,Matches
Iker Seguín,es ESP,"DF,MF",34-345,10,582.0,58.0,15.4,6.5,7,74.0,1,3,21.0,31,1.3,5.0,5.0,0.0,0.0,0.45,4.5,6.5,-2.0,-0.3,0.17,Matches
Cosimo Marco Da Graca,it ITA,"FW,MF",22-051,12,440.0,37.0,11.6,4.9,4,76.0,1,8,17.0,6,0.42,2.0,7.0,-5.0,-1.02,-0.73,3.6,7.0,-3.4,-0.69,-0.28,Matches
Jorge Yriarte,ve VEN,MF,24-109,15,376.0,25.0,9.9,4.2,2,81.0,0,13,17.0,2,1.53,3.0,3.0,0.0,0.0,0.42,3.2,5.5,-2.3,-0.56,-0.12,Matches
Luis Quintero,co COL,"FW,MF",19-253,18,365.0,20.0,9.7,4.1,2,59.0,0,16,15.0,6,0.78,1.0,6.0,-5.0,-1.23,-0.94,2.4,6.5,-4.1,-1.0,-0.62,Matches
Angel Troncho,es ESP,"MF,FW",21-263,3,194.0,65.0,5.1,2.2,2,75.0,0,1,45.0,0,0.0,0.0,3.0,-3.0,-1.39,-1.07,1.3,2.5,-1.1,-0.53,-0.08,Matches
Jürgen Locadia,cw CUW,"FW,MF",30-227,4,57.0,14.0,1.5,0.6,0,0.0,0,4,14.0,9,0.75,1.0,3.0,-2.0,-3.16,-2.82,2.8,1.1,1.7,2.7,3.19,Matches
Unai Marino,es ESP,GK,24-194,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,27.3,42,3780.0,90.0,100.0,42.0,462,83.0,270,189,17.0,221,1.07,37.0,53.0,-16.0,-0.38,0.0,36.6,55.4,-18.7,-0.45,0.0,0
Opponent Total,0,0,27.8,42,3780.0,90.0,100.0,42.0,462,83.0,264,198,21.0,246,1.64,53.0,37.0,16.0,0.38,0.0,55.4,36.6,18.7,0.45,0.0,0
