Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Ramon,br BRA,DF,23-099,7.0,7,575.0,6.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,9.0,19.0,19.0,0.31,0.16,0.47,0.31,0.47,0.07,0.1,0.16,0.07,0.16,Matches,Brasil Serie A,Cuiaba,
Fernando Sobral,br BRA,MF,29-186,9.0,6,537.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.2,0.7,0.9,9.0,29.0,21.0,0.17,0.0,0.17,0.0,0.0,0.17,0.11,0.28,0.04,0.15,Matches,Brasil Serie A,Cuiaba,
Max,br BRA,"MF,FW",23-039,7.0,6,451.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.3,0.7,8.0,21.0,17.0,0.2,0.0,0.2,0.2,0.2,0.08,0.07,0.15,0.08,0.15,Matches,Brasil Serie A,Cuiaba,
Jonathan Cafu,br BRA,"FW,MF",32-346,9.0,5,464.0,5.2,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.7,2.7,19.0,21.0,50.0,0.19,0.39,0.58,0.19,0.58,0.38,0.15,0.53,0.38,0.53,Matches,Brasil Serie A,Cuiaba,
Bruno Fabiano Alves,br BRA,DF,33-065,6.0,4,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Brasil Serie A,Cuiaba,
Rikelme,br BRA,DF,20-340,6.0,3,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Brasil Serie A,Cuiaba,
Derik Lacerda,br BRA,"MF,FW",24-267,5.0,3,276.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.5,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,Brasil Serie A,Cuiaba,
Railan,br BRA,DF,24-102,5.0,3,257.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,5.0,12.0,6.0,0.0,0.35,0.35,0.0,0.35,0.0,0.05,0.05,0.0,0.05,Matches,Brasil Serie A,Cuiaba,
Eliel Chrystian,br BRA,"FW,MF",21-146,6.0,1,198.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,12.0,0.45,0.0,0.45,0.45,0.45,0.16,0.0,0.16,0.16,0.16,Matches,Brasil Serie A,Cuiaba,
Lucas Fernandes,br BRA,MF,26-274,4.0,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,Matches,Brasil Serie A,Cuiaba,
Gabriel Knesowitsch,br BRA,DF,20-246,2.0,1,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Allyson Aires dos Santos,br BRA,DF,33-241,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Deyverson,br BRA,FW,33-043,1.0,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
André Luis,br BRA,"FW,MF",27-060,8.0,0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,Brasil Serie A,Cuiaba,
Guilherme Madruga,br BRA,"MF,FW",23-222,5.0,0,102.0,1.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.9,1.0,8.0,4.0,0.0,0.88,0.88,0.0,0.88,0.22,0.56,0.78,0.22,0.78,Matches,Brasil Serie A,Cuiaba,
Luciano Giménez,ar ARG,"FW,MF",24-123,5.0,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Brasil Serie A,Cuiaba,
Filipe Augusto,br BRA,MF,30-313,2.0,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Matches,Brasil Serie A,Cuiaba,
Mateus Pasinato,br BRA,GK,31-358,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Juan Pablo,br BRA,DF,22-056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Rhyan,br BRA,GK,18-169,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Agustín Rossi,ar ARG,GK,28-304,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Fabrício Bruno,br BRA,DF,28-129,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,2.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brasil Serie A,Flamengo,
Pedro,br BRA,FW,27-000,9.0,8,709.0,7.9,3.0,3.0,6.0,2.0,1.0,1.0,1.0,0.0,3.5,2.7,0.8,3.6,9.0,15.0,42.0,0.38,0.38,0.76,0.25,0.63,0.45,0.11,0.55,0.35,0.45,Matches,Brasil Serie A,Flamengo,
Léo Pereira,br BRA,DF,28-141,8.0,8,706.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.7,0.8,6.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.11,0.02,0.11,Matches,Brasil Serie A,Flamengo,
Nicolás De La Cruz,uy URU,MF,27-019,7.0,6,539.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.6,1.6,1.7,3.2,11.0,60.0,19.0,0.33,0.33,0.67,0.33,0.67,0.26,0.28,0.54,0.26,0.54,Matches,Brasil Serie A,Flamengo,
Ayrton Lucas,br BRA,DF,27-001,6.0,6,517.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,15.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Brasil Serie A,Flamengo,
Gerson,br BRA,"FW,MF",27-031,9.0,5,525.0,5.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,13.0,38.0,44.0,0.0,0.17,0.17,0.0,0.17,0.11,0.08,0.19,0.11,0.19,Matches,Brasil Serie A,Flamengo,
Bruno Henrique,br BRA,FW,33-173,8.0,5,523.0,5.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,23.0,16.0,45.0,0.34,0.0,0.34,0.34,0.34,0.29,0.03,0.32,0.29,0.32,Matches,Brasil Serie A,Flamengo,
Guillermo Varela,uy URU,DF,31-088,5.0,5,414.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,3.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.14,0.01,0.14,Matches,Brasil Serie A,Flamengo,
Allan,br BRA,MF,27-109,6.0,5,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Brasil Serie A,Flamengo,
Everton Soares,br BRA,FW,28-090,5.0,5,236.0,2.6,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,1.6,10.0,8.0,26.0,0.38,0.76,1.14,0.38,1.14,0.16,0.46,0.62,0.16,0.62,Matches,Brasil Serie A,Flamengo,
Luiz Araújo,br BRA,"FW,MF",28-018,9.0,4,522.0,5.8,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.9,0.9,0.4,1.3,20.0,23.0,44.0,0.52,0.17,0.69,0.52,0.69,0.16,0.06,0.22,0.16,0.22,Matches,Brasil Serie A,Flamengo,
Erick Pulgar,cl CHI,MF,30-157,5.0,4,366.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Brasil Serie A,Flamengo,
Giorgian De Arrascaeta,uy URU,MF,30-019,4.0,4,339.0,3.8,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,6.0,30.0,28.0,0.27,0.53,0.8,0.27,0.8,0.19,0.12,0.3,0.19,0.3,Matches,Brasil Serie A,Flamengo,
Wesley,br BRA,DF,20-288,5.0,3,306.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,1.2,4.0,9.0,24.0,0.0,0.29,0.29,0.0,0.29,0.0,0.36,0.36,0.0,0.36,Matches,Brasil Serie A,Flamengo,
Lorran,br BRA,MF,17-352,6.0,3,273.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,1.5,11.0,17.0,26.0,0.33,0.33,0.66,0.33,0.66,0.34,0.15,0.48,0.34,0.48,Matches,Brasil Serie A,Flamengo,
David Luiz,br BRA,DF,37-059,3.0,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,3.0,13.0,3.0,0.33,0.0,0.33,0.33,0.33,0.07,0.06,0.13,0.07,0.13,Matches,Brasil Serie A,Flamengo,
Leo Ortiz,br BRA,"MF,DF",28-169,4.0,3,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,Matches,Brasil Serie A,Flamengo,
Matías Viña,uy URU,DF,26-224,4.0,2,188.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.15,0.02,0.15,Matches,Brasil Serie A,Flamengo,
Igor,br BRA,MF,21-105,3.0,2,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,Brasil Serie A,Flamengo,
Carlinhos,br BRA,"FW,DF",27-129,2.0,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Brasil Serie A,Flamengo,
Gabriel Barbosa,br BRA,"FW,MF",27-295,3.0,0,80.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,1.0,2.0,4.0,1.13,0.0,1.13,1.13,1.13,1.04,0.0,1.04,1.04,1.04,Matches,Brasil Serie A,Flamengo,
Victor Hugo,br BRA,"FW,MF",20-040,5.0,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,Matches,Brasil Serie A,Flamengo,
Evertton,br BRA,MF,21-113,2.0,0,16.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.63,0.0,5.63,5.63,5.63,0.27,0.0,0.27,0.27,0.27,Matches,Brasil Serie A,Flamengo,
Cleiton,br BRA,DF,21-056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Matheus Cunha,br BRA,GK,23-027,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Francisco Dyogo,br BRA,GK,20-163,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Matheus Gonçalves,br BRA,FW,18-307,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Iago,br BRA,DF,19-063,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Rayan,br BRA,MF,19-169,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Daniel Sales,br BRA,DF,17-363,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Weliton,cl CHI,FW,19-068,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Werton,br BRA,FW,20-278,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Flamengo,
Fábio,br BRA,GK,43-264,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Marquinhos,br BRA,"FW,DF",21-074,10.0,10,837.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.0,2.4,40.0,22.0,71.0,0.0,0.11,0.11,0.0,0.11,0.04,0.22,0.26,0.04,0.26,Matches,Brasil Serie A,Fluminense,
Martinelli,br BRA,"MF,DF",23-041,9.0,9,765.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,8.0,32.0,8.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,Matches,Brasil Serie A,Fluminense,
Germán Cano,ar ARG,FW,36-139,9.0,9,714.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.2,4.2,0.2,4.5,2.0,8.0,15.0,0.25,0.0,0.25,0.25,0.25,0.53,0.03,0.56,0.53,0.56,Matches,Brasil Serie A,Fluminense,
Lima,br BRA,MF,28-009,9.0,8,673.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,8.0,25.0,15.0,0.27,0.0,0.27,0.27,0.27,0.06,0.02,0.08,0.06,0.08,Matches,Brasil Serie A,Fluminense,
Ganso,br BRA,MF,34-252,8.0,8,602.0,6.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.3,0.3,0.7,1.0,5.0,42.0,10.0,0.3,0.3,0.6,0.3,0.6,0.05,0.11,0.16,0.05,0.16,Matches,Brasil Serie A,Fluminense,
Jhon Arias,co COL,FW,26-273,7.0,7,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,24.0,21.0,51.0,0.0,0.14,0.14,0.0,0.14,0.12,0.08,0.19,0.12,0.19,Matches,Brasil Serie A,Fluminense,
Marcelo,br BRA,DF,36-039,8.0,7,588.0,6.5,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2,0.4,1.5,1.9,12.0,30.0,18.0,0.15,0.15,0.31,0.0,0.15,0.18,0.24,0.41,0.06,0.29,Matches,Brasil Serie A,Fluminense,
Manoel,br BRA,DF,34-115,7.0,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brasil Serie A,Fluminense,
Felipe Melo,br BRA,DF,40-360,6.0,6,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Samuel Xavier,br BRA,DF,34-014,5.0,5,380.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.7,9.0,10.0,11.0,0.0,0.24,0.24,0.0,0.24,0.02,0.16,0.17,0.02,0.17,Matches,Brasil Serie A,Fluminense,
Alexsander,br BRA,MF,20-256,6.0,3,314.0,3.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.4,0.6,8.0,20.0,6.0,0.0,0.29,0.29,0.0,0.29,0.05,0.12,0.17,0.05,0.17,Matches,Brasil Serie A,Fluminense,
Diogo Barbosa,br BRA,DF,31-308,6.0,3,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Brasil Serie A,Fluminense,
André,br BRA,"MF,DF",22-340,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Brasil Serie A,Fluminense,
Marlon,br BRA,DF,28-287,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Brasil Serie A,Fluminense,
Keno,br BRA,FW,34-284,4.0,3,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,10.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.2,0.03,0.23,0.2,0.23,Matches,Brasil Serie A,Fluminense,
John Kennedy,br BRA,FW,22-033,8.0,2,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.5,5.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.14,0.12,0.14,Matches,Brasil Serie A,Fluminense,
Douglas Costa,br BRA,FW,33-280,7.0,2,252.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,11.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21,Matches,Brasil Serie A,Fluminense,
Antonio Carlos,br BRA,DF,31-105,3.0,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Brasil Serie A,Fluminense,
Renato Augusto,br BRA,"MF,FW",36-133,6.0,1,189.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,14.0,6.0,0.48,0.0,0.48,0.48,0.48,0.21,0.04,0.25,0.21,0.25,Matches,Brasil Serie A,Fluminense,
Kauã Elias,br BRA,"FW,MF",18-084,6.0,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,Brasil Serie A,Fluminense,
Thiago dos Santos,br BRA,DF,34-289,2.0,1,108.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Brasil Serie A,Fluminense,
Guga,br BRA,DF,25-296,2.0,1,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Brasil Serie A,Fluminense,
Felipe Vieira,0,DF,0,4.0,0,132.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
David Terans,uy URU,"MF,FW",29-314,4.0,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Brasil Serie A,Fluminense,
Lucas Calegari,br BRA,DF,22-114,1.0,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Isaac,br BRA,"FW,DF",20-057,3.0,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,Brasil Serie A,Fluminense,
Gabriel,br BRA,MF,30-276,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Felipe Alves Raymundo,br BRA,GK,36-030,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Arthur,br BRA,MF,20-117,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Matheus dos Reis,br BRA,FW,17-079,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Vitor Eudes,br BRA,GK,25-243,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Justen,br BRA,DF,20-353,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Jan Lucumí González,co COL,FW,20-130,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
Rafael Monteiro,br BRA,DF,20-127,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Fluminense,
