Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Yusuf Yazıcı,tr TUR,"MF,FW",26.0,27,1312.0,49.0,42.9,14.6,16,71.0,2,11,16.0,3,1.63,22.0,15.0,7.0,0.48,-0.09,18.6,18.0,0.5,0.04,-0.56,Matches
Hákon Arnar Haraldsson,is ISL,"FW,MF",20.0,26,1284.0,49.0,42.0,14.3,15,73.0,1,11,17.0,7,1.73,16.0,21.0,-5.0,-0.35,-1.52,16.5,15.9,0.6,0.04,-0.54,Matches
Rémy Cabella,fr FRA,"FW,MF",33.0,30,1477.0,49.0,48.3,16.4,14,84.0,6,16,19.0,1,1.8,27.0,16.0,11.0,0.67,0.27,27.5,18.7,8.8,0.54,0.35,Matches
Gabriel Gudmundsson,se SWE,"DF,FW",24.0,25,1267.0,51.0,41.4,14.1,14,80.0,7,11,14.0,9,1.72,21.0,13.0,8.0,0.57,0.07,18.5,16.3,2.1,0.15,-0.35,Matches
Ivan Cavaleiro,pt POR,FW,29.0,17,770.0,45.0,25.2,8.6,9,74.0,0,8,13.0,6,1.94,14.0,3.0,11.0,1.29,1.01,11.4,7.3,4.1,0.48,0.16,Matches
Adam Ounas,dz ALG,FW,26.0,17,418.0,25.0,13.7,4.6,3,73.0,1,14,14.0,1,1.76,10.0,6.0,4.0,0.86,0.38,11.1,6.9,4.2,0.9,0.63,Matches
Samuel Umtiti,fr FRA,DF,29.0,6,185.0,31.0,6.0,2.1,2,68.0,1,4,13.0,10,1.83,2.0,5.0,-3.0,-1.46,-2.12,3.6,1.1,2.5,1.19,0.88,Matches
Ayyoub Bouaddi,fr FRA,MF,15.0,9,131.0,15.0,4.3,1.5,1,44.0,0,8,11.0,15,2.0,2.0,1.0,1.0,0.69,0.16,2.2,1.3,0.8,0.58,0.23,Matches
Vito Mannone,it ITA,GK,35.0,2,91.0,46.0,3.0,1.0,1,90.0,1,1,1.0,26,2.0,2.0,2.0,0.0,0.0,-0.55,1.2,1.0,0.2,0.15,-0.21,Matches
Alan Virginius,fr FRA,FW,20.0,2,71.0,36.0,2.3,0.8,1,66.0,0,1,5.0,5,2.0,0.0,1.0,-1.0,-1.27,-1.84,0.9,1.1,-0.3,-0.32,-0.7,Matches
Carlos Baleba,cm CMR,MF,19.0,2,61.0,31.0,2.0,0.7,1,60.0,0,1,1.0,1,2.0,1.0,1.0,0.0,0.0,-0.54,1.2,1.6,-0.4,-0.55,-0.93,Matches
Ignacio Miramon,ar ARG,MF,20.0,2,39.0,20.0,1.3,0.4,1,38.0,0,1,1.0,17,1.5,0.0,2.0,-2.0,-4.62,-5.21,0.2,1.0,-0.7,-1.67,-2.05,Matches
Tiago Fonseca Morais,pt POR,FW,19.0,3,46.0,15.0,1.5,0.5,0,0.0,0,3,15.0,7,3.0,0.0,0.0,0.0,0.0,-0.54,0.6,0.1,0.4,0.87,0.52,Matches
Trévis Dago,ci CIV,"FW,MF",18.0,4,23.0,6.0,0.8,0.3,0,0.0,0,4,6.0,4,1.75,2.0,0.0,2.0,7.83,7.35,1.5,0.0,1.4,5.66,5.34,Matches
Andrej Ilic,rs SRB,FW,23.0,2,9.0,5.0,0.3,0.1,0,0.0,0,2,5.0,1,3.0,0.0,0.0,0.0,0.0,-0.53,0.1,0.2,0.0,-0.49,-0.85,Matches
Ichem Ferrah,fr FRA,FW,17.0,1,3.0,3.0,0.1,0.0,0,0.0,0,1,3.0,0,3.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,-0.35,-0.71,Matches
Aaron Malouda,fr FRA,FW,17.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,8,3.0,0.0,0.0,0.0,0.0,-0.53,0.0,0.0,0.0,0.0,-0.36,Matches
Joffrey Bazié,bf BFA,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vincent Burlet,be BEL,DF,17.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Fernandes,pt POR,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Adam Jakubech,sk SVK,GK,26.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Amine Messoussa,fr FRA,FW,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tom Negrel,fr FRA,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Lisandru Olmeta,fr FRA,GK,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ousmane Toure,fr FRA,DF,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Akim Zedadka,dz ALG,DF,28.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,25.1,34,3060.0,90.0,100.0,34.0,374,85.0,244,130,15.0,175,1.74,52.0,34.0,18.0,0.53,0.0,48.6,36.5,12.2,0.36,0.0,0
Opponent Total,0,0,25.8,34,3060.0,90.0,100.0,34.0,374,85.0,224,150,23.0,154,0.94,34.0,52.0,-18.0,-0.53,0.0,36.5,48.6,-12.2,-0.36,0.0,0
