Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Christopher Mamengi,nl NED,"DF,FW",22.0,9.0,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Eredivise,Almere City,
Faiz Mattoir,km COM,"FW,MF",23.0,4.0,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Danny Post,nl NED,"MF,DF",34.0,2.0,0,39.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.31,0.0,2.31,2.31,2.31,0.11,0.0,0.11,0.11,0.11,Matches,Eredivise,Almere City,
Marcelencio Esajas,nl NED,"MF,FW",21.0,1.0,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.65,2.65,0.0,2.65,0.0,0.12,0.12,0.0,0.12,Matches,Eredivise,Almere City,
Jeffrey Puriel,nl NED,FW,20.0,1.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.36,0.46,0.1,0.46,Matches,Eredivise,Almere City,
Joël van der Wilt,nl NED,MF,19.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Agil Etemadi,nl NED,GK,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Bradly van Hoeven,nl NED,"FW,MF",23.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Stijn Keller,nl NED,GK,23.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Thomas Poll,nl NED,DF,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,Almere City,
Vangelis Pavlidis,gr GRE,FW,24.0,34.0,34,2995.0,33.3,29.0,4.0,33.0,28.0,1.0,1.0,2.0,0.0,23.8,23.0,6.2,29.2,70.0,79.0,253.0,0.87,0.12,0.99,0.84,0.96,0.71,0.19,0.9,0.69,0.88,Matches,Eredivise,AZ Alkmaar,
Yukinari Sugawara,jp JPN,DF,23.0,30.0,30,2557.0,28.4,4.0,7.0,11.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,7.9,64.0,154.0,132.0,0.14,0.25,0.39,0.14,0.39,0.07,0.21,0.28,0.07,0.28,Matches,Eredivise,AZ Alkmaar,
Mathew Ryan,au AUS,GK,31.0,29.0,29,2610.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Eredivise,AZ Alkmaar,
Dani de Wit,nl NED,MF,25.0,32.0,29,2513.0,27.9,10.0,3.0,13.0,9.0,1.0,1.0,7.0,1.0,5.8,5.0,2.5,7.5,16.0,76.0,107.0,0.36,0.11,0.47,0.32,0.43,0.21,0.09,0.3,0.18,0.27,Matches,Eredivise,AZ Alkmaar,
Riechedly Bazoer,nl NED,DF,26.0,30.0,29,2427.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.0,1.3,39.0,167.0,3.0,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.05,0.01,0.05,Matches,Eredivise,AZ Alkmaar,
David Møller Wolfe,no NOR,DF,21.0,34.0,29,2374.0,26.4,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,2.1,2.1,2.8,4.9,68.0,83.0,137.0,0.04,0.08,0.11,0.04,0.11,0.08,0.11,0.19,0.08,0.19,Matches,Eredivise,AZ Alkmaar,
Sven Mijnans,nl NED,"MF,FW",23.0,30.0,29,2367.0,26.3,4.0,5.0,9.0,4.0,0.0,0.0,2.0,0.0,4.1,4.1,3.3,7.4,20.0,128.0,116.0,0.15,0.19,0.34,0.15,0.34,0.16,0.12,0.28,0.16,0.28,Matches,Eredivise,AZ Alkmaar,
Jordy Clasie,nl NED,MF,32.0,28.0,28,2468.0,27.4,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.9,0.9,2.2,3.1,28.0,211.0,41.0,0.07,0.11,0.18,0.07,0.18,0.03,0.08,0.11,0.03,0.11,Matches,Eredivise,AZ Alkmaar,
