Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Dion Drena Beljo,hr CRO,"FW,MF",21.0,26,581.0,22.0,19.0,6.5,3,74.0,1,23,16.0,5,1.12,10.0,14.0,-4.0,-0.62,-0.4,9.7,13.5,-3.8,-0.58,-0.31,Matches
Tomáš Koubek,cz CZE,GK,30.0,3,270.0,90.0,8.8,3.0,3,90.0,3,0,0.0,31,0.0,2.0,8.0,-6.0,-2.0,-1.87,4.3,8.3,-4.0,-1.32,-1.09,Matches
Mergim Berisha,de GER,FW,25.0,2,122.0,61.0,4.0,1.4,2,61.0,0,0,0.0,0,0.5,3.0,5.0,-2.0,-1.48,-1.23,2.4,2.4,0.0,-0.03,0.31,Matches
Mert Kömür,de GER,"MF,DF",18.0,4,118.0,30.0,3.9,1.3,1,73.0,0,3,15.0,8,0.75,2.0,3.0,-1.0,-0.76,-0.49,1.6,3.4,-1.7,-1.33,-1.04,Matches
Pep Biel,es ESP,"MF,FW",26.0,11,285.0,26.0,9.3,3.2,0,0.0,0,11,26.0,3,1.09,4.0,4.0,0.0,0.0,0.32,5.1,5.4,-0.3,-0.1,0.26,Matches
Irvin Cardona,fr FRA,"MF,DF",25.0,3,54.0,18.0,1.8,0.6,0,0.0,0,3,18.0,1,0.33,2.0,1.0,1.0,1.67,2.0,1.1,1.4,-0.3,-0.55,-0.22,Matches
Masaya Okugawa,jp JPN,"FW,DF",27.0,2,32.0,16.0,1.0,0.4,0,0.0,0,2,16.0,3,1.5,2.0,0.0,2.0,5.63,5.98,0.7,0.8,-0.1,-0.38,-0.05,Matches
Nathanael Mbuku,fr FRA,FW,21.0,1,5.0,5.0,0.2,0.1,0,0.0,0,1,5.0,5,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.2,-0.1,-2.52,-2.19,Matches
Mahmut Kücüksahin,0,MF,19.0,1,1.0,1.0,0.0,0.0,0,0.0,0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.33,Matches
David Čolina,hr CRO,DF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
David Deger,de GER,MF,23.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Hausmann,de GER,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Japhet Tanganga,eng ENG,DF,24.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Frederik Winther,dk DEN,DF,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcel Łubik,pl POL,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.0,34,3060.0,90.0,100.0,34.0,374,81.0,214,158,21.0,143,1.15,50.0,60.0,-10.0,-0.29,0.0,46.1,57.4,-11.3,-0.33,0.0,0
Opponent Total,0,0,26.6,34,3060.0,90.0,100.0,34.0,374,81.0,220,153,18.0,146,1.59,60.0,50.0,10.0,0.29,0.0,57.4,46.1,11.3,0.33,0.0,0
