Player,Nation,Pos,Age,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Samuele Mulattieri,it ITA,"FW,MF",22.0,27,462.0,17.0,13.5,5.1,1,82.0,0,26,15.0,10,0.59,6.0,18.0,-12.0,-2.34,-1.73,7.6,11.8,-4.2,-0.82,-0.29,Matches
Emil Ceide,no NOR,"FW,MF",21.0,11,176.0,16.0,5.1,2.0,0,0.0,0,11,16.0,27,0.55,0.0,8.0,-8.0,-4.09,-3.43,1.2,5.1,-3.9,-2.01,-1.52,Matches
Kevin Miranda,it ITA,DF,20.0,1,14.0,14.0,0.4,0.2,0,0.0,0,1,14.0,1,0.0,0.0,2.0,-2.0,-12.86,-12.06,0.0,0.3,-0.3,-2.02,-1.45,Matches
Justin Kumi,it ITA,FW,19.0,1,4.0,4.0,0.1,0.0,0,0.0,0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.1,-0.1,-1.58,-1.01,Matches
Salim Abubakar,ne NIG,MF,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Agustín Álvarez Martínez,uy URU,FW,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matteo Falasca,it ITA,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Seb Loeffen,nl NED,DF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yeferson Paz,co COL,DF,21.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gianluca Pegolo,it ITA,GK,42.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Alessandro Scacchetti,it ITA,GK,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Daniel Theiner,it ITA,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.4,38,3420.0,90.0,100.0,38.0,418,81.0,237,177,20.0,284,0.79,43.0,75.0,-32.0,-0.84,0.0,39.8,61.6,-21.8,-0.57,0.0,0
Opponent Total,0,0,26.6,38,3420.0,90.0,100.0,38.0,418,81.0,236,182,21.0,284,1.97,75.0,43.0,32.0,0.84,0.0,61.6,39.8,21.8,0.57,0.0,0
